play_session_key,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,start_datetime_date_key,end_datetime_date_key,channel_key,status_key,duration_minutes
1482,172,2024-12-29 18:02:26.456000-06:00,2024-12-29 23:31:26.456000-06:00,MOBILE,TIMEOUT,788,20241229,20241229,2,3,329.0
1483,305,2024-12-30 16:53:08.246000-06:00,2024-12-30 23:57:08.246000-06:00,MOBILE,COMPLETED,2998,20241230,20241230,2,1,424.0
1484,399,2024-12-17 01:50:41.305000-06:00,2024-12-17 11:37:41.305000-06:00,MOBILE,ABORTED,1297,20241217,20241217,2,2,587.0
1485,153,2024-11-28 09:51:55.367000-06:00,2024-11-28 13:45:55.367000-06:00,BROWSER,COMPLETED,1142,20241128,20241128,1,1,234.0
1486,76,2024-12-17 07:39:45.724000-06:00,2024-12-17 09:32:45.724000-06:00,BROWSER,ABORTED,1949,20241217,20241217,1,2,113.0
1487,260,2024-07-27 21:34:29.940000-06:00,2024-07-28 06:01:29.940000-06:00,BROWSER,ABORTED,4949,20240727,20240728,1,2,507.0
1488,255,2024-11-11 10:46:40.520000-06:00,2024-11-11 16:42:40.520000-06:00,MOBILE,TIMEOUT,3855,20241111,20241111,2,3,356.0
1489,106,2024-11-29 16:41:03.390000-06:00,2024-11-29 21:18:03.390000-06:00,BROWSER,ABORTED,502,20241129,20241129,1,2,277.0
1490,488,2024-08-08 00:34:49.977000-06:00,2024-08-08 02:45:49.977000-06:00,BROWSER,ABORTED,1602,20240808,20240808,1,2,131.0
1491,359,2024-12-24 18:42:14.976000-06:00,2024-12-25 01:52:14.976000-06:00,BROWSER,COMPLETED,4334,20241224,20241225,1,1,430.0
1492,393,2024-12-08 17:10:45.049000-06:00,2024-12-09 01:19:45.049000-06:00,BROWSER,COMPLETED,800,20241208,20241209,1,1,489.0
1493,481,2024-12-02 02:39:57.514000-06:00,2024-12-02 11:52:57.514000-06:00,MOBILE,ABORTED,1389,20241202,20241202,2,2,553.0
1494,129,2024-12-10 06:34:04.854000-06:00,2024-12-10 10:18:04.854000-06:00,BROWSER,COMPLETED,4331,20241210,20241210,1,1,224.0
1495,63,2024-12-21 17:21:32.291000-06:00,2024-12-21 17:32:32.291000-06:00,MOBILE,ABORTED,4160,20241221,20241221,2,2,11.0
1496,319,2024-12-29 13:45:47.396000-06:00,2024-12-29 22:32:47.396000-06:00,BROWSER,COMPLETED,4003,20241229,20241229,1,1,527.0
1497,243,2024-12-13 23:34:02.770000-06:00,2024-12-14 06:21:02.770000-06:00,BROWSER,TIMEOUT,2025,20241213,20241214,1,3,407.0
1498,219,2024-11-25 04:30:16.835000-06:00,2024-11-25 12:48:16.835000-06:00,BROWSER,COMPLETED,2466,20241125,20241125,1,1,498.0
1499,138,2024-09-25 15:20:35.227000-06:00,2024-09-26 00:30:35.227000-06:00,MOBILE,COMPLETED,4153,20240925,20240926,2,1,550.0
1500,399,2024-12-29 23:43:27.572000-06:00,2024-12-30 02:37:27.572000-06:00,BROWSER,TIMEOUT,3047,20241229,20241230,1,3,174.0
1502,102,2024-08-16 23:38:00.267000-06:00,2024-08-17 00:41:00.267000-06:00,MOBILE,ABORTED,2142,20240816,20240817,2,2,63.0
1503,395,2024-10-27 11:54:05.864000-06:00,2024-10-27 16:49:05.864000-06:00,MOBILE,ABORTED,4028,20241027,20241027,2,2,295.0
1505,88,2024-12-30 00:25:52.183000-06:00,2024-12-30 04:41:52.183000-06:00,MOBILE,ABORTED,2049,20241230,20241230,2,2,256.0
1506,122,2024-07-02 19:27:15.891000-06:00,2024-07-03 00:50:15.891000-06:00,MOBILE,TIMEOUT,2632,20240702,20240703,2,3,323.0
1507,469,2024-11-01 18:41:54.394000-06:00,2024-11-02 03:37:54.394000-06:00,BROWSER,COMPLETED,3748,20241101,20241102,1,1,536.0
1508,186,2024-12-30 10:04:35.652000-06:00,2024-12-30 13:12:35.652000-06:00,BROWSER,ABORTED,584,20241230,20241230,1,2,188.0
1509,323,2024-12-15 18:46:26.393000-06:00,2024-12-16 02:41:26.393000-06:00,BROWSER,TIMEOUT,4655,20241215,20241216,1,3,475.0
1510,56,2024-12-24 23:32:48.811000-06:00,2024-12-25 08:45:48.811000-06:00,BROWSER,TIMEOUT,1995,20241224,20241225,1,3,553.0
1511,450,2024-12-23 16:18:08.958000-06:00,2024-12-23 20:56:08.958000-06:00,BROWSER,TIMEOUT,2771,20241223,20241223,1,3,278.0
1512,127,2024-12-28 21:29:24.251000-06:00,2024-12-28 22:48:24.251000-06:00,BROWSER,TIMEOUT,4218,20241228,20241228,1,3,79.0
1513,128,2024-12-28 09:58:54.639000-06:00,2024-12-28 14:55:54.639000-06:00,MOBILE,ABORTED,386,20241228,20241228,2,2,297.0
1514,416,2024-11-27 10:26:40.518000-06:00,2024-11-27 13:05:40.518000-06:00,MOBILE,COMPLETED,1746,20241127,20241127,2,1,159.0
1516,406,2024-11-04 10:55:04.174000-06:00,2024-11-04 11:17:04.174000-06:00,MOBILE,TIMEOUT,4972,20241104,20241104,2,3,22.0
1517,338,2024-08-22 22:03:19.327000-06:00,2024-08-22 23:14:19.327000-06:00,BROWSER,ABORTED,4390,20240822,20240822,1,2,71.0
1518,435,2024-02-06 04:02:52.901000-06:00,2024-02-06 11:55:52.901000-06:00,MOBILE,TIMEOUT,1889,20240206,20240206,2,3,473.0
1519,254,2024-12-25 08:46:12.658000-06:00,2024-12-25 14:12:12.658000-06:00,MOBILE,ABORTED,306,20241225,20241225,2,2,326.0
1520,323,2024-12-28 07:51:56.784000-06:00,2024-12-28 10:39:56.784000-06:00,BROWSER,TIMEOUT,4905,20241228,20241228,1,3,168.0
1521,138,2024-12-18 07:52:16.228000-06:00,2024-12-18 09:27:16.228000-06:00,MOBILE,TIMEOUT,3744,20241218,20241218,2,3,95.0
1522,306,2024-12-22 08:21:44.407000-06:00,2024-12-22 16:23:44.407000-06:00,BROWSER,ABORTED,2594,20241222,20241222,1,2,482.0
1523,51,2024-12-03 02:52:05.660000-06:00,2024-12-03 11:48:05.660000-06:00,MOBILE,TIMEOUT,747,20241203,20241203,2,3,536.0
1524,50,2024-12-28 10:14:10.199000-06:00,2024-12-28 11:38:10.199000-06:00,BROWSER,TIMEOUT,4890,20241228,20241228,1,3,84.0
1525,399,2024-12-30 07:57:20.327000-06:00,2024-12-30 15:06:20.327000-06:00,BROWSER,TIMEOUT,461,20241230,20241230,1,3,429.0
1526,379,2024-10-19 03:19:47.205000-06:00,2024-10-19 08:45:47.205000-06:00,MOBILE,COMPLETED,2232,20241019,20241019,2,1,326.0
1528,283,2024-10-16 02:12:25.190000-06:00,2024-10-16 05:33:25.190000-06:00,BROWSER,TIMEOUT,182,20241016,20241016,1,3,201.0
1529,249,2024-11-18 11:04:48.181000-06:00,2024-11-18 20:36:48.181000-06:00,BROWSER,TIMEOUT,3397,20241118,20241118,1,3,572.0
1530,83,2024-12-28 06:24:00.275000-06:00,2024-12-28 13:23:00.275000-06:00,MOBILE,TIMEOUT,1740,20241228,20241228,2,3,419.0
1531,363,2024-10-10 16:16:47.852000-06:00,2024-10-11 02:12:47.852000-06:00,MOBILE,ABORTED,2034,20241010,20241011,2,2,596.0
1532,473,2024-12-27 03:29:22.972000-06:00,2024-12-27 05:42:22.972000-06:00,BROWSER,ABORTED,4776,20241227,20241227,1,2,133.0
1533,468,2024-12-23 09:55:32.697000-06:00,2024-12-23 17:40:32.697000-06:00,MOBILE,ABORTED,3433,20241223,20241223,2,2,465.0
1534,348,2024-12-03 11:02:37.027000-06:00,2024-12-03 18:07:37.027000-06:00,BROWSER,COMPLETED,4165,20241203,20241203,1,1,425.0
1535,15,2024-07-15 16:33:39.666000-06:00,2024-07-15 22:57:39.666000-06:00,MOBILE,ABORTED,2546,20240715,20240715,2,2,384.0
1537,412,2024-12-01 21:42:41.177000-06:00,2024-12-02 00:46:41.177000-06:00,BROWSER,COMPLETED,2516,20241201,20241202,1,1,184.0
1538,102,2024-09-08 20:07:57.671000-06:00,2024-09-09 03:48:57.671000-06:00,MOBILE,TIMEOUT,1853,20240908,20240909,2,3,461.0
1539,181,2024-12-22 01:27:44.940000-06:00,2024-12-22 09:27:44.940000-06:00,BROWSER,ABORTED,3315,20241222,20241222,1,2,480.0
1540,73,2024-12-02 10:15:50.822000-06:00,2024-12-02 11:36:50.822000-06:00,MOBILE,COMPLETED,566,20241202,20241202,2,1,81.0
1541,196,2024-12-30 13:28:54.422000-06:00,2024-12-30 14:37:54.422000-06:00,MOBILE,TIMEOUT,1943,20241230,20241230,2,3,69.0
1543,359,2024-12-29 05:12:44.212000-06:00,2024-12-29 05:38:44.212000-06:00,BROWSER,TIMEOUT,4395,20241229,20241229,1,3,26.0
1544,397,2024-12-07 05:48:16.386000-06:00,2024-12-07 09:18:16.386000-06:00,MOBILE,TIMEOUT,199,20241207,20241207,2,3,210.0
1545,183,2024-12-30 10:19:23.191000-06:00,2024-12-30 12:57:23.191000-06:00,BROWSER,COMPLETED,1901,20241230,20241230,1,1,158.0
1546,115,2024-12-24 08:47:19.344000-06:00,2024-12-24 11:58:19.344000-06:00,BROWSER,COMPLETED,4619,20241224,20241224,1,1,191.0
1547,397,2024-12-24 02:06:18.738000-06:00,2024-12-24 05:33:18.738000-06:00,BROWSER,ABORTED,1807,20241224,20241224,1,2,207.0
1548,93,2024-06-29 15:42:13.872000-06:00,2024-06-29 17:09:13.872000-06:00,BROWSER,ABORTED,3988,20240629,20240629,1,2,87.0
1549,451,2024-11-03 07:52:48.022000-06:00,2024-11-03 09:56:48.022000-06:00,BROWSER,COMPLETED,1631,20241103,20241103,1,1,124.0
1551,378,2024-11-04 04:50:48.379000-06:00,2024-11-04 12:21:48.379000-06:00,BROWSER,TIMEOUT,2197,20241104,20241104,1,3,451.0
1553,263,2024-09-21 10:38:48.538000-06:00,2024-09-21 19:40:48.538000-06:00,BROWSER,TIMEOUT,1506,20240921,20240921,1,3,542.0
1554,437,2024-12-19 00:25:05.396000-06:00,2024-12-19 08:54:05.396000-06:00,BROWSER,COMPLETED,442,20241219,20241219,1,1,509.0
1555,188,2024-10-17 07:33:48.872000-06:00,2024-10-17 08:52:48.872000-06:00,MOBILE,COMPLETED,1767,20241017,20241017,2,1,79.0
1556,432,2024-12-27 19:45:09.982000-06:00,2024-12-28 05:45:09.982000-06:00,MOBILE,TIMEOUT,3563,20241227,20241228,2,3,600.0
1557,429,2024-12-08 00:49:58.641000-06:00,2024-12-08 01:17:58.641000-06:00,MOBILE,TIMEOUT,4589,20241208,20241208,2,3,28.0
1558,34,2024-12-26 17:06:33.659000-06:00,2024-12-27 00:37:33.659000-06:00,BROWSER,COMPLETED,123,20241226,20241227,1,1,451.0
1559,455,2024-11-20 20:49:29.639000-06:00,2024-11-21 03:30:29.639000-06:00,MOBILE,TIMEOUT,603,20241120,20241121,2,3,401.0
1560,458,2024-11-23 04:03:34.315000-06:00,2024-11-23 08:32:34.315000-06:00,MOBILE,TIMEOUT,1047,20241123,20241123,2,3,269.0
1561,267,2024-11-27 21:05:23.560000-06:00,2024-11-27 23:03:23.560000-06:00,MOBILE,TIMEOUT,1118,20241127,20241127,2,3,118.0
1562,225,2024-12-23 18:42:34.078000-06:00,2024-12-23 19:29:34.078000-06:00,BROWSER,COMPLETED,1955,20241223,20241223,1,1,47.0
1563,421,2024-12-22 22:43:22.069000-06:00,2024-12-23 02:54:22.069000-06:00,BROWSER,ABORTED,4540,20241222,20241223,1,2,251.0
1564,479,2024-09-05 15:30:37.749000-06:00,2024-09-05 15:55:37.749000-06:00,MOBILE,COMPLETED,549,20240905,20240905,2,1,25.0
1565,208,2024-12-17 09:25:43.818000-06:00,2024-12-17 13:30:43.818000-06:00,BROWSER,TIMEOUT,3801,20241217,20241217,1,3,245.0
1568,371,2024-12-19 01:57:49.583000-06:00,2024-12-19 04:06:49.583000-06:00,MOBILE,COMPLETED,497,20241219,20241219,2,1,129.0
1569,314,2024-10-09 22:54:23.986000-06:00,2024-10-10 01:40:23.986000-06:00,MOBILE,COMPLETED,4880,20241009,20241010,2,1,166.0
1570,382,2024-12-28 07:14:59.349000-06:00,2024-12-28 12:08:59.349000-06:00,MOBILE,COMPLETED,630,20241228,20241228,2,1,294.0
1571,176,2024-12-28 02:16:36.016000-06:00,2024-12-28 07:11:36.016000-06:00,BROWSER,TIMEOUT,4907,20241228,20241228,1,3,295.0
1572,113,2024-09-13 12:02:42.642000-06:00,2024-09-13 20:46:42.642000-06:00,MOBILE,TIMEOUT,4524,20240913,20240913,2,3,524.0
1573,296,2024-12-28 11:48:33.588000-06:00,2024-12-28 19:27:33.588000-06:00,MOBILE,ABORTED,4813,20241228,20241228,2,2,459.0
1574,369,2024-12-23 08:54:46.124000-06:00,2024-12-23 09:41:46.124000-06:00,BROWSER,COMPLETED,2177,20241223,20241223,1,1,47.0
1575,257,2024-06-30 20:11:34.362000-06:00,2024-07-01 02:54:34.362000-06:00,MOBILE,ABORTED,302,20240630,20240701,2,2,403.0
1577,440,2024-08-18 00:12:41.427000-06:00,2024-08-18 08:10:41.427000-06:00,BROWSER,TIMEOUT,1524,20240818,20240818,1,3,478.0
1578,329,2024-12-30 17:08:52.731000-06:00,2024-12-30 17:53:52.731000-06:00,BROWSER,TIMEOUT,698,20241230,20241230,1,3,45.0
1579,373,2024-10-12 05:03:10.487000-06:00,2024-10-12 05:25:10.487000-06:00,MOBILE,COMPLETED,2693,20241012,20241012,2,1,22.0
1580,35,2024-11-07 04:20:05.359000-06:00,2024-11-07 10:00:05.359000-06:00,BROWSER,ABORTED,1479,20241107,20241107,1,2,340.0
1581,30,2024-02-14 13:21:27.027000-06:00,2024-02-14 16:20:27.027000-06:00,MOBILE,TIMEOUT,4430,20240214,20240214,2,3,179.0
1582,129,2024-12-26 19:42:04.603000-06:00,2024-12-26 19:53:04.603000-06:00,BROWSER,ABORTED,324,20241226,20241226,1,2,11.0
1583,128,2024-12-30 13:35:20.819000-06:00,2024-12-30 15:20:20.819000-06:00,MOBILE,COMPLETED,4227,20241230,20241230,2,1,105.0
1584,332,2024-10-18 05:15:10.858000-06:00,2024-10-18 09:39:10.858000-06:00,BROWSER,TIMEOUT,2906,20241018,20241018,1,3,264.0
1585,166,2024-12-13 21:18:52.399000-06:00,2024-12-13 22:14:52.399000-06:00,BROWSER,COMPLETED,665,20241213,20241213,1,1,56.0
1586,352,2024-12-24 23:28:36.732000-06:00,2024-12-25 08:40:36.732000-06:00,BROWSER,ABORTED,4762,20241224,20241225,1,2,552.0
1588,203,2024-11-09 17:29:49.306000-06:00,2024-11-10 01:37:49.306000-06:00,MOBILE,TIMEOUT,1236,20241109,20241110,2,3,488.0
1589,415,2024-12-01 04:16:41.635000-06:00,2024-12-01 12:16:41.635000-06:00,MOBILE,ABORTED,2213,20241201,20241201,2,2,480.0
1590,52,2024-07-14 05:29:18.792000-06:00,2024-07-14 12:48:18.792000-06:00,BROWSER,TIMEOUT,3729,20240714,20240714,1,3,439.0
1592,173,2024-12-30 20:04:54.337000-06:00,2024-12-30 20:09:54.337000-06:00,MOBILE,COMPLETED,1608,20241230,20241230,2,1,5.0
1593,317,2024-03-30 01:58:21.705000-06:00,2024-03-30 11:13:21.705000-06:00,BROWSER,ABORTED,2459,20240330,20240330,1,2,555.0
1594,152,2024-09-19 20:47:28.770000-06:00,2024-09-20 04:34:28.770000-06:00,MOBILE,COMPLETED,1414,20240919,20240920,2,1,467.0
1595,331,2024-12-20 18:32:40.883000-06:00,2024-12-21 03:31:40.883000-06:00,MOBILE,ABORTED,2528,20241220,20241221,2,2,539.0
1596,445,2024-12-29 21:48:40.185000-06:00,2024-12-30 01:37:40.185000-06:00,BROWSER,ABORTED,871,20241229,20241230,1,2,229.0
1598,230,2024-06-29 07:33:56.994000-06:00,2024-06-29 10:52:56.994000-06:00,BROWSER,TIMEOUT,4858,20240629,20240629,1,3,199.0
1599,311,2024-12-30 16:38:58.090000-06:00,2024-12-30 21:13:58.090000-06:00,BROWSER,COMPLETED,221,20241230,20241230,1,1,275.0
1600,135,2024-12-26 11:14:02.147000-06:00,2024-12-26 18:01:02.147000-06:00,MOBILE,COMPLETED,1439,20241226,20241226,2,1,407.0
1601,259,2024-12-25 14:21:02.401000-06:00,2024-12-25 23:26:02.401000-06:00,BROWSER,COMPLETED,2211,20241225,20241225,1,1,545.0
1602,474,2024-12-14 17:07:35.664000-06:00,2024-12-15 01:17:35.664000-06:00,BROWSER,ABORTED,843,20241214,20241215,1,2,490.0
1603,239,2024-12-07 18:04:54.212000-06:00,2024-12-08 02:44:54.212000-06:00,BROWSER,TIMEOUT,184,20241207,20241208,1,3,520.0
1604,239,2024-12-24 19:28:15.900000-06:00,2024-12-25 01:44:15.900000-06:00,MOBILE,TIMEOUT,4705,20241224,20241225,2,3,376.0
1605,58,2024-12-30 10:12:33.139000-06:00,2024-12-30 12:56:33.139000-06:00,BROWSER,COMPLETED,1118,20241230,20241230,1,1,164.0
1606,333,2024-12-30 08:34:22.458000-06:00,2024-12-30 12:59:22.458000-06:00,BROWSER,ABORTED,233,20241230,20241230,1,2,265.0
1607,39,2024-10-03 20:24:33.237000-06:00,2024-10-03 23:03:33.237000-06:00,MOBILE,ABORTED,3066,20241003,20241003,2,2,159.0
1608,466,2024-12-30 00:09:53.916000-06:00,2024-12-30 03:34:53.916000-06:00,BROWSER,TIMEOUT,1256,20241230,20241230,1,3,205.0
1609,5,2024-12-30 20:17:07.118000-06:00,2024-12-30 23:14:07.118000-06:00,MOBILE,COMPLETED,2168,20241230,20241230,2,1,177.0
1610,271,2024-11-22 11:19:02.065000-06:00,2024-11-22 20:20:02.065000-06:00,MOBILE,COMPLETED,576,20241122,20241122,2,1,541.0
1611,200,2024-12-27 01:45:14.558000-06:00,2024-12-27 04:06:14.558000-06:00,MOBILE,TIMEOUT,1474,20241227,20241227,2,3,141.0
1612,392,2024-11-13 23:14:03.638000-06:00,2024-11-14 04:57:03.638000-06:00,BROWSER,COMPLETED,4618,20241113,20241114,1,1,343.0
1613,267,2024-12-22 21:12:09.807000-06:00,2024-12-22 22:30:09.807000-06:00,BROWSER,ABORTED,1844,20241222,20241222,1,2,78.0
1614,363,2024-12-15 16:24:44.072000-06:00,2024-12-15 20:45:44.072000-06:00,BROWSER,TIMEOUT,3836,20241215,20241215,1,3,261.0
1615,197,2024-10-06 12:42:39.307000-06:00,2024-10-06 14:50:39.307000-06:00,MOBILE,ABORTED,1201,20241006,20241006,2,2,128.0
1616,181,2024-12-24 11:45:51.088000-06:00,2024-12-24 21:17:51.088000-06:00,BROWSER,COMPLETED,576,20241224,20241224,1,1,572.0
1617,46,2024-12-30 15:12:21.457000-06:00,2024-12-30 18:14:21.457000-06:00,MOBILE,COMPLETED,2884,20241230,20241230,2,1,182.0
1618,290,2024-12-30 14:43:54.987000-06:00,2024-12-30 20:29:54.987000-06:00,BROWSER,ABORTED,3064,20241230,20241230,1,2,346.0
1619,426,2024-12-05 12:25:24.926000-06:00,2024-12-05 17:25:24.926000-06:00,BROWSER,TIMEOUT,3175,20241205,20241205,1,3,300.0
1620,321,2024-12-30 20:38:28.377000-06:00,2024-12-30 21:26:28.377000-06:00,MOBILE,TIMEOUT,2793,20241230,20241230,2,3,48.0
1621,405,2024-12-17 14:35:10.908000-06:00,2024-12-17 16:32:10.908000-06:00,BROWSER,ABORTED,2881,20241217,20241217,1,2,117.0
1622,64,2024-12-30 19:56:01.166000-06:00,2024-12-30 20:53:01.166000-06:00,MOBILE,TIMEOUT,1100,20241230,20241230,2,3,57.0
1623,251,2024-12-04 02:19:15.994000-06:00,2024-12-04 04:04:15.994000-06:00,BROWSER,TIMEOUT,4099,20241204,20241204,1,3,105.0
1625,392,2024-12-26 07:30:10.605000-06:00,2024-12-26 10:58:10.605000-06:00,BROWSER,ABORTED,4459,20241226,20241226,1,2,208.0
1626,349,2024-12-30 18:17:56.056000-06:00,2024-12-30 22:20:56.056000-06:00,BROWSER,COMPLETED,1163,20241230,20241230,1,1,243.0
1627,307,2024-12-27 19:37:57.333000-06:00,2024-12-28 03:47:57.333000-06:00,MOBILE,ABORTED,2609,20241227,20241228,2,2,490.0
1628,1,2024-08-11 20:08:35.250000-06:00,2024-08-12 02:36:35.250000-06:00,MOBILE,TIMEOUT,4584,20240811,20240812,2,3,388.0
1629,32,2024-12-28 22:09:42.100000-06:00,2024-12-29 03:59:42.100000-06:00,MOBILE,ABORTED,4009,20241228,20241229,2,2,350.0
1630,174,2024-12-29 19:01:48.132000-06:00,2024-12-30 03:09:48.132000-06:00,BROWSER,COMPLETED,950,20241229,20241230,1,1,488.0
1631,214,2024-12-25 05:06:34.345000-06:00,2024-12-25 12:42:34.345000-06:00,MOBILE,ABORTED,2095,20241225,20241225,2,2,456.0
1632,139,2024-11-23 20:33:21.287000-06:00,2024-11-24 02:46:21.287000-06:00,MOBILE,TIMEOUT,561,20241123,20241124,2,3,373.0
1634,26,2024-07-07 21:07:21.498000-06:00,2024-07-08 03:14:21.498000-06:00,MOBILE,ABORTED,4118,20240707,20240708,2,2,367.0
1635,344,2024-12-18 06:07:35.238000-06:00,2024-12-18 11:55:35.238000-06:00,MOBILE,TIMEOUT,1452,20241218,20241218,2,3,348.0
1636,424,2024-12-08 03:03:01.925000-06:00,2024-12-08 11:30:01.925000-06:00,BROWSER,COMPLETED,4366,20241208,20241208,1,1,507.0
1637,96,2024-06-25 05:12:55.582000-06:00,2024-06-25 12:07:55.582000-06:00,MOBILE,TIMEOUT,2442,20240625,20240625,2,3,415.0
1638,15,2024-11-19 22:15:30.503000-06:00,2024-11-20 03:42:30.503000-06:00,BROWSER,TIMEOUT,3878,20241119,20241120,1,3,327.0
1639,245,2024-12-29 11:00:53.290000-06:00,2024-12-29 19:36:53.290000-06:00,MOBILE,COMPLETED,784,20241229,20241229,2,1,516.0
1640,213,2024-12-29 00:49:36.992000-06:00,2024-12-29 04:41:36.992000-06:00,MOBILE,COMPLETED,964,20241229,20241229,2,1,232.0
1641,378,2024-12-09 20:06:41.024000-06:00,2024-12-10 03:10:41.024000-06:00,MOBILE,COMPLETED,3287,20241209,20241210,2,1,424.0
1642,172,2024-12-30 07:54:15.954000-06:00,2024-12-30 08:38:15.954000-06:00,BROWSER,COMPLETED,3648,20241230,20241230,1,1,44.0
1643,377,2024-12-30 16:48:29.553000-06:00,2024-12-30 17:05:29.553000-06:00,BROWSER,TIMEOUT,3885,20241230,20241230,1,3,17.0
1644,338,2024-10-15 22:02:13.108000-06:00,2024-10-16 05:20:13.108000-06:00,MOBILE,COMPLETED,2462,20241015,20241016,2,1,438.0
1645,148,2024-08-12 09:27:14.424000-06:00,2024-08-12 15:41:14.424000-06:00,BROWSER,ABORTED,3237,20240812,20240812,1,2,374.0
1646,280,2024-10-08 08:08:40.934000-06:00,2024-10-08 17:39:40.934000-06:00,BROWSER,COMPLETED,1486,20241008,20241008,1,1,571.0
1647,355,2024-12-26 12:11:14.929000-06:00,2024-12-26 13:02:14.929000-06:00,MOBILE,TIMEOUT,3666,20241226,20241226,2,3,51.0
1648,447,2024-12-20 16:28:08.517000-06:00,2024-12-20 17:28:08.517000-06:00,BROWSER,ABORTED,1374,20241220,20241220,1,2,60.0
1649,300,2024-12-16 01:59:10.464000-06:00,2024-12-16 06:44:10.464000-06:00,BROWSER,COMPLETED,432,20241216,20241216,1,1,285.0
1650,190,2024-12-10 19:04:17.370000-06:00,2024-12-10 20:32:17.370000-06:00,BROWSER,COMPLETED,1720,20241210,20241210,1,1,88.0
1652,165,2024-10-12 13:43:09.727000-06:00,2024-10-12 17:15:09.727000-06:00,BROWSER,COMPLETED,1018,20241012,20241012,1,1,212.0
1653,164,2024-12-24 12:52:15.679000-06:00,2024-12-24 18:07:15.679000-06:00,MOBILE,ABORTED,2621,20241224,20241224,2,2,315.0
1654,200,2024-12-27 05:15:49.990000-06:00,2024-12-27 12:30:49.990000-06:00,BROWSER,ABORTED,1169,20241227,20241227,1,2,435.0
1655,232,2024-12-28 00:09:55.905000-06:00,2024-12-28 07:06:55.905000-06:00,MOBILE,COMPLETED,3844,20241228,20241228,2,1,417.0
1656,34,2024-12-27 10:02:48.851000-06:00,2024-12-27 12:34:48.851000-06:00,MOBILE,COMPLETED,3991,20241227,20241227,2,1,152.0
1657,287,2024-12-29 23:48:58.750000-06:00,2024-12-30 08:19:58.750000-06:00,BROWSER,ABORTED,503,20241229,20241230,1,2,511.0
1659,322,2024-06-18 20:30:16.431000-06:00,2024-06-18 23:00:16.431000-06:00,BROWSER,ABORTED,4144,20240618,20240618,1,2,150.0
1660,259,2024-12-30 11:50:56.995000-06:00,2024-12-30 17:29:56.995000-06:00,BROWSER,TIMEOUT,4010,20241230,20241230,1,3,339.0
1661,230,2024-08-21 16:24:42.243000-06:00,2024-08-21 19:30:42.243000-06:00,BROWSER,ABORTED,3449,20240821,20240821,1,2,186.0
1662,42,2024-10-08 02:13:06.445000-06:00,2024-10-08 09:54:06.445000-06:00,MOBILE,TIMEOUT,314,20241008,20241008,2,3,461.0
1663,253,2024-12-30 09:39:15.151000-06:00,2024-12-30 11:59:15.151000-06:00,MOBILE,TIMEOUT,4611,20241230,20241230,2,3,140.0
1664,318,2024-08-14 10:36:41.805000-06:00,2024-08-14 11:05:41.805000-06:00,MOBILE,ABORTED,4324,20240814,20240814,2,2,29.0
1666,16,2024-12-04 03:17:05.985000-06:00,2024-12-04 11:52:05.985000-06:00,BROWSER,ABORTED,3456,20241204,20241204,1,2,515.0
1668,185,2024-11-16 13:28:10.477000-06:00,2024-11-16 20:13:10.477000-06:00,MOBILE,ABORTED,4128,20241116,20241116,2,2,405.0
1669,143,2024-12-22 03:05:48.346000-06:00,2024-12-22 05:42:48.346000-06:00,BROWSER,ABORTED,4219,20241222,20241222,1,2,157.0
1670,157,2024-05-23 17:34:19.873000-06:00,2024-05-23 22:53:19.873000-06:00,BROWSER,TIMEOUT,2950,20240523,20240523,1,3,319.0
1671,89,2024-12-26 13:12:21.002000-06:00,2024-12-26 14:10:21.002000-06:00,BROWSER,TIMEOUT,657,20241226,20241226,1,3,58.0
1673,225,2024-12-30 01:50:01.504000-06:00,2024-12-30 07:43:01.504000-06:00,BROWSER,COMPLETED,4650,20241230,20241230,1,1,353.0
1674,133,2024-12-12 01:00:26.068000-06:00,2024-12-12 03:23:26.068000-06:00,MOBILE,ABORTED,4229,20241212,20241212,2,2,143.0
1675,446,2024-12-30 12:02:34.494000-06:00,2024-12-30 18:34:34.494000-06:00,BROWSER,TIMEOUT,3058,20241230,20241230,1,3,392.0
1677,43,2024-12-29 09:10:55.756000-06:00,2024-12-29 16:29:55.756000-06:00,MOBILE,TIMEOUT,3217,20241229,20241229,2,3,439.0
1678,148,2024-12-18 16:38:09.443000-06:00,2024-12-18 20:09:09.443000-06:00,MOBILE,ABORTED,2968,20241218,20241218,2,2,211.0
1679,7,2024-11-15 09:33:12.861000-06:00,2024-11-15 09:48:12.861000-06:00,MOBILE,ABORTED,1475,20241115,20241115,2,2,15.0
1681,126,2024-12-30 11:32:27.296000-06:00,2024-12-30 18:43:27.296000-06:00,MOBILE,COMPLETED,3749,20241230,20241230,2,1,431.0
1682,146,2024-12-25 12:31:17.424000-06:00,2024-12-25 13:54:17.424000-06:00,BROWSER,TIMEOUT,1200,20241225,20241225,1,3,83.0
1683,315,2024-12-10 21:41:21.818000-06:00,2024-12-11 04:38:21.818000-06:00,MOBILE,ABORTED,4180,20241210,20241211,2,2,417.0
1685,53,2024-11-11 18:45:20.140000-06:00,2024-11-11 21:54:20.140000-06:00,MOBILE,COMPLETED,826,20241111,20241111,2,1,189.0
1686,185,2024-12-11 16:41:09.028000-06:00,2024-12-11 23:18:09.028000-06:00,BROWSER,TIMEOUT,1686,20241211,20241211,1,3,397.0
